country,to_review,suggested_standard,n1,n2,dist,standard
Switzerland,Beromunster,Bern,99,15,0.212121212,
Switzerland,Beromünster,Bern,99,12,0.212121212,
Switzerland,Biel,Basel,103,35,0.216666667,
Switzerland,Biel Bienne,Biel,35,33,0.212121212,
Switzerland,Engelberg,Eggerberg,70,7,0.21957672,
Switzerland,Frutigen,Ittigen,64,78,0.220238095,
Switzerland,Genève,Geneve,58,33,0.177777778,
Switzerland,Harkingen,Egerkingen,70,46,0.174074074,
Switzerland,Heiden,Reiden,7,70,0.111111111,
Switzerland,Horgen,Morges,12,70,0.222222222,
Switzerland,Härkingen,Egerkingen,70,30,0.174074074,
Switzerland,Kussnacht,Sissach,45,70,0.243386243,
Switzerland,Neuhausen,Neuchatel,64,55,0.222222222,
Switzerland,Roveredo,Yverdon,21,70,0.220238095,
Switzerland,Saignelégier,Saignelegier,9,9,0.101010101,
Switzerland,Schlieren,Schleinikon,24,16,0.242905243,
Switzerland,Sion,Saxon,94,70,0.216666667,
Switzerland,Thônex,Thonex,58,30,0.111111111,
Switzerland,Weinfelden,Weerswilen,42,26,0.247619048,
Switzerland,Zürich,Zurich,71,34,0.111111111,
Thailand,Bang Kruai,Bang Phra,1,3,0.174074074,
Thailand,Kanchanaburi,Ratchaburi,9,25,0.177777778,
Thailand,Khlong Luang,Khon Kaen,1,31,0.212962963,
Thailand,Krathum Baen,Pathum Thani,1,18,0.222222222,
Thailand,Lamphun,Lampang,31,18,0.19047619,
Thailand,Nakhon Pathom,Nakhon Ratchasima,9,19,0.16892911,
Thailand,Nakhon Ratchasima,Nakhon Sawan,19,31,0.240196078,
Thailand,Nakhon Si Thammarat,Nakhon Sawan,31,3,0.213450292,
Thailand,Nong Khai,Nonthaburi,3,30,0.244444444,
Thailand,Ratchaburi,Saraburi,25,31,0.216666667,
Thailand,Sakon Nakhon,Samut Sakhon,3,30,0.222222222,
Thailand,Samut Sakhon,Samut Prakan,30,30,0.166666667,
Thailand,Samut Songkhram,Samut Sakhon,30,3,0.136111111,
Thailand,Udon Thani,Nong Khai,3,3,0.244444444,
Turkey,Adalar,Adana,15,42,0.177777778,
Turkey,Adiyaman,Adana,42,42,0.233333333,
Turkey,Afyon,Afyonkarahisar,6,34,0.214285714,
Turkey,Afyonkarahisar,Ankara,34,43,0.19047619,
Turkey,Aksaray,Ankara,42,43,0.150793651,
Turkey,Altinova,Altinordu,18,18,0.194444444,
Turkey,Antakya,Ankara,43,15,0.217460317,
Turkey,Aralık,Aralik,9,6,0.111111111,
Turkey,Ardahan,Adana,42,40,0.20952381,
Turkey,Arikoy,Aralik,9,6,0.222222222,
Turkey,Arnavutkoy,Arikoy,6,6,0.222222222,
Turkey,Artvin,Bartin,39,42,0.222222222,
Turkey,Atasehir,Basaksehir,15,18,0.216666667,
Turkey,Avcılar,Akıncılar,6,3,0.214285714,
Turkey,Aydin,Adiyaman,42,42,0.225,
Turkey,Bafra,Bandirma,18,34,0.233333333,
Turkey,Bandirma,Bartin,34,42,0.247222222,
Turkey,Basaksehir,Eskisehir,18,27,0.174074074,
Turkey,Batikent,Bartin,42,18,0.180555556,
Turkey,Batman,Bartin,42,39,0.222222222,
Turkey,Bayrakli,Bafra,18,18,0.233333333,
Turkey,Bağcılar,Bagcilar,6,3,0.166666667,
Turkey,Bitlis,Kilis,31,42,0.177777778,
Turkey,Can,Cankiri,18,42,0.19047619,
Turkey,Cankaya,Can,18,18,0.19047619,
Turkey,Catalan,Yatagan,18,19,0.19047619,
Turkey,Cerkezkoy,Merkez,17,18,0.203703704,
Turkey,Corlu,Corum,9,43,0.133333333,
Turkey,Dilovası,Sivas,3,43,0.233333333,
Turkey,Emek,Erdek,6,15,0.216666667,
Turkey,Esenyurt,Esenler,18,18,0.220238095,
Turkey,Fuatpaşa,Fatsa,18,3,0.233333333,
Turkey,Gaziakdemir Mh,Gaziemir,12,18,0.142857143,
Turkey,Hendek,Pendik,6,18,0.222222222,
Turkey,Icmeler,Icel,7,6,0.142857143,
Turkey,Ihsaniye,Osmaniye,18,42,0.166666667,
Turkey,Inegol,Bingol,42,18,0.222222222,
Turkey,Izmit,Izmir,28,18,0.133333333,
Turkey,K.maras,Kemalpasa,3,9,0.243386243,
Turkey,Kapakli,Bayrakli,18,18,0.220238095,
Turkey,Karaman,Kahramanmaras,42,34,0.153846154,
Turkey,Karatay,Karaman,34,18,0.19047619,
Turkey,Karsiyaka,Kars,43,18,0.185185185,
Turkey,Kilimli,Kilis,3,42,0.20952381,
Turkey,Kirikkale,Kirklareli,39,42,0.221693122,
Turkey,Kmaras,Kars,43,3,0.111111111,
Turkey,Kozlu,Bolu,36,3,0.216666667,
Turkey,Mardin,Bartin,42,42,0.222222222,
Turkey,Mersin,Mardin,42,28,0.222222222,
Turkey,Merzifon,Mersin,28,18,0.180555556,
Turkey,Osmangazi,Osmaniye,18,42,0.194444444,
Turkey,Pasinler,Esenler,18,15,0.220238095,
Turkey,Samandira,Bandirma,34,6,0.194444444,
Turkey,Siirt Province,Siirt,27,16,0.214285714,
Turkey,Silivri,Siirt,27,18,0.20952381,
Turkey,Sinop Merkez,Sinop,42,6,0.194444444,
Turkey,Sisli,Silivri,18,18,0.20952381,
Turkey,Smirne,Edirne,44,16,0.222222222,
Turkey,Sultanbeyli,Sahinbey,18,18,0.234848485,
Turkey,Sultangazi,Sultanbeyli,18,18,0.221212121,
Turkey,Terakki,Tekirdag,34,3,0.242063492,
Turkey,Umraniye,Osmaniye,42,18,0.166666667,
Turkey,Vize,Rize,39,27,0.166666667,
Turkey,Çaykara,Sakarya,3,23,0.19047619,
Turkey,Çayırova,Cayirova,9,6,0.166666667,
Turkey,Çorlu,Corlu,9,6,0.133333333,
Turkey,Çubuk,Cubuk,18,15,0.133333333,
Turkey,İstasyon Mahallesi,Bakırcı Mahallesi,6,6,0.247276688,
Ukraine,Kiev,Kyiv,6,8,0.166666667,
United Arab Emirates,Al Ain - Urban,Al Ain,36,2,0.19047619,
United Arab Emirates,Al Gharbia,Abu Dhabi,65,35,0.244444444,
United Arab Emirates,Al Gharbia - Bida Zayed,Al Gharbia,35,1,0.188405797,
United Arab Emirates,Al Gharbia - Biya Zayed,Al Gharbia,35,2,0.188405797,
United Arab Emirates,Al Gharbia - Gayathi,Al Gharbia - Biya Zayed,2,1,0.156564365,
United Arab Emirates,Al Gharbia - Liwa Oasis,Al Gharbia - Bida Zayed,1,1,0.173913043,
United Kingdom,Alfriston,Bristol,21,58,0.243386243,
United Kingdom,Barnstaple,Barnsley,51,39,0.141666667,
United Kingdom,Billingham,Birmingham,6,44,0.133333333,
United Kingdom,Bilston,Bristol,21,58,0.19047619,
United Kingdom,Bishops Moat,Bishops Castle,21,21,0.150793651,
United Kingdom,Blackburn,Blackburn With Darwen,12,24,0.19047619,
United Kingdom,Brighton,Bristol,55,58,0.220238095,
United Kingdom,Brighton And Hove,Brighton,55,2,0.176470588,
United Kingdom,Cannock,Cannock Chase,6,15,0.153846154,
United Kingdom,Derry,Derby,21,3,0.133333333,
United Kingdom,Doncaster,Leominster,30,42,0.244444444,
United Kingdom,Ealing,Harlington,3,28,0.222222222,
United Kingdom,Gillingham,Birmingham,44,32,0.2,
United Kingdom,Grangemouth,Bournemouth,58,34,0.181818182,
United Kingdom,Greater Glasgow,Greater Belfast,21,21,0.177777778,
United Kingdom,Greater Manchester,Greater Belfast,21,21,0.205555556,
United Kingdom,Greater Nottingham,Greater Glasgow,21,21,0.248821549,
United Kingdom,Halton,Harlington,18,28,0.216666667,
United Kingdom,Haringey,Harlington,3,28,0.216666667,
United Kingdom,Harlington,Warrington,28,54,0.133333333,
United Kingdom,Highland,Wigan,24,36,0.233333333,
United Kingdom,Hillingdon,Harlington,28,3,0.247619048,
United Kingdom,Immingham,Birmingham,44,3,0.221693122,
United Kingdom,Inverclyde,Inverness,15,38,0.244444444,
United Kingdom,Leominster,Leicester,55,42,0.245502646,
United Kingdom,Londonderry,London,60,36,0.151515152,
United Kingdom,North Devon,East Devon,3,3,0.221212121,
United Kingdom,Northampton,Southampton,51,60,0.121212121,
United Kingdom,Oldbury,Glazebury,24,12,0.243386243,
United Kingdom,Portsmouth,Bournemouth,58,58,0.221212121,
United Kingdom,Prestonpans,Preston,52,3,0.121212121,
United Kingdom,Rochester,Manchester,40,29,0.174074074,
United Kingdom,Sandwell,Sandy,9,47,0.233333333,
United Kingdom,Southend - On - Sea,Southend On Sea,4,27,0.103508772,
United Kingdom,Stanford Le Hope,Stanmore,6,19,0.229166667,
United Kingdom,Stanmore,Stanford-Le-Hope,31,19,0.229166667,
United Kingdom,Stoke - On - Trent,Stoke On Trent,5,27,0.10978836,
United Kingdom,Telford,Salford,11,6,0.19047619,
United Kingdom,Warrington,Storrington,54,54,0.157575758,
United Kingdom,West Dunbartonshire,West Drayton,24,3,0.228734716,
United Kingdom,West Northamptonshire,West Dunbartonshire,3,3,0.243191312,
United Kingdom,Wicken,Pickering,48,21,0.203703704,
United States,Aberdeen,"Aberdeen, Sd",3,4,0.111111111,
United States,Adrian,Adrian Mi,1,36,0.111111111,
United States,Akron,Akron Oh,1,36,0.125,
United States,Albany,Albany Ga,2,36,0.111111111,
United States,"Albany-Lebanon, Or",Albany,2,2,0.222222222,
United States,Alexandria,Cleveland-Elyria,4,30,0.233333333,
United States,Allegan,"Allegan, Mi",1,4,0.121212121,
United States,"Allegan, Mi","Adrian, Mi",4,4,0.221212121,
United States,Allentown,Allentown-Bethlehem-Easton,1,31,0.217948718,
United States,Allentown-Bethlehem-Easton,Allentown Bethlehem Easton Pa Nj,36,31,0.108974359,
United States,"Allentown-Bethlehem-Easton, Pa-Nj",Allentown Bethlehem Easton Pa Nj,36,4,0.111883925,
United States,"Altoona, Pa",Altoona,6,2,0.121212121,
United States,"Amarillo, Tx","Marshall, Tx",2,4,0.222222222,
United States,Anacortes,Anchorage,2,33,0.222222222,
United States,"Anchorage, Ak",Anchorage,33,4,0.102564103,
United States,Anderson,"Anderson, In",1,4,0.111111111,
United States,Ann Arbor,"Ann Arbor, Mi",1,4,0.102564103,
United States,Appleton,"Appleton, Wi",1,4,0.111111111,
United States,Asheville,"Asheville, Nc",1,4,0.102564103,
United States,Athens,Athens Oh,1,36,0.111111111,
United States,"Athens, Oh","Akron, Oh",4,4,0.244444444,
United States,"Athens, Tn","Athens, Oh",4,2,0.133333333,
United States,Athens-Clarke County,Athens Clarke County Ga,36,7,0.13604119,
United States,"Athens-Clarke County, Ga",Athens Clarke County Ga,36,4,0.148331137,
United States,Atlanta,Albany Ga,36,2,0.243386243,
United States,Atlanta-Sandy Springs-Marietta,Atlanta-Sandy Springs-Roswell,1,30,0.146743295,
United States,"Atlanta-Sandy Springs-Marietta, Ga",Atlanta-Sandy Springs-Roswell,4,30,0.176808654,
United States,Atlanta-Sandy Springs-Roswell,Atlanta Sandy Springs Roswell Ga,36,30,0.112108876,
United States,Atlantic City,Atlantic City Hammonton Nj,1,36,0.166666667,
United States,Augusta-Richmond County,Augusta Richmond County Ga Sc,36,10,0.163134342,
United States,"Augusta-Richmond County, Ga-Sc",Augusta Richmond County Ga Sc,36,4,0.155087271,
United States,Austin-Round Rock,Austin Round Rock Tx,36,19,0.14877451,
United States,"Austin-Round Rock, Tx",Austin Round Rock Tx,36,4,0.144903926,
United States,Baltimore,"Baltimore-Towson, Md",3,4,0.183333333,
United States,Baltimore-Towson,Baltimore,3,1,0.145833333,
United States,"Baltimore-Towson, Md",Baltimore Columbia Towson Md,36,4,0.207936508,
United States,"Bangor, Me",Bangor,10,4,0.133333333,
United States,Banning,Bennington Vt,3,36,0.227106227,
United States,Baraboo,Bar Harbor,30,10,0.180952381,
United States,"Baraboo, Wi",Baraboo,10,4,0.121212121,
United States,Bay City,"Bay City, Mi",1,4,0.111111111,
United States,Beaumont-Port Arthur,Beaumont Port Arthur Tx,36,27,0.11849733,
United States,"Beaumont-Port Arthur, Tx",Beaumont Port Arthur Tx,36,2,0.133179622,
United States,Beaver Falls,Beaver Dam,13,3,0.177777778,
United States,Bennington,Banning,3,2,0.180952381,
United States,"Birmingham-Hoover, Al",Birmingham Hoover Al,36,4,0.101044277,
United States,Bishop,Bishop Ca,31,36,0.111111111,
United States,"Bishop, Ca",Bishop,31,4,0.133333333,
United States,"Bismarck, Nd",Bismarck,28,4,0.111111111,
United States,Bloomington,Wilmington,5,6,0.220075758,
United States,"Bloomington, In","Bloomington-Normal, Il",4,2,0.143434343,
United States,"Bloomington-Normal, Il",Bloomington In,36,4,0.16017316,
United States,"Boise City-Nampa, Id",Boise City Id,36,4,0.116666667,
United States,Boone,"Boone, Nc",1,4,0.148148148,
United States,Boston,Boston-Cambridge-Newton,3,30,0.246376812,
United States,Boston-Cambridge-Newton,Boston Cambridge Newton Ma Nh,36,30,0.12093953,
United States,Boston-Cambridge-Quincy,Boston-Cambridge-Newton,30,1,0.144927536,
United States,"Boston-Cambridge-Quincy, Ma-Nh",Boston-Cambridge-Newton,30,4,0.197737096,
United States,"Boston-Quincy, Ma",Boston,3,2,0.215686275,
United States,"Boulder, Co",Boulder,25,4,0.121212121,
United States,Boulevard,Boulder,25,3,0.158730159,
United States,Brainerd,Blaine,3,3,0.180555556,
United States,"Brainerd, Mn",Brainerd,3,2,0.111111111,
United States,Bremerton-Silverdale,Bremerton,3,1,0.183333333,
United States,"Bremerton-Silverdale, Wa",Bremerton,3,2,0.208333333,
United States,Bridgeport,Bridgeport-Stamford-Norwalk,1,28,0.209876543,
United States,"Bridgeport-Stamford-Norwalk, Ct",Bridgeport Stamford Norwalk Ct,36,4,0.102099334,
United States,Brigham City,King City,1,3,0.212962963,
United States,Brockton,Stockton,1,3,0.166666667,
United States,Brunswick,"Brunswick, Ga",2,4,0.102564103,
United States,Bryson City,Mason City,3,18,0.157575758,
United States,Buffalo-Cheektowaga-Niagara Falls,Buffalo Cheektowaga Niagara Falls Ny,36,15,0.109509069,
United States,"Buffalo-Niagara Falls, Ny",Buffalo-Cheektowaga-Niagara Falls,15,4,0.238037518,
United States,Burlington,Bloomington,5,3,0.157575758,
United States,"Burlington, Nc",Wilmington Nc,4,36,0.205494505,
United States,"Burlington-South Burlington, Vt",Burlington South Burlington Vt,36,4,0.130317637,
United States,Burns,Brunswick,2,1,0.214814815,
United States,Butte-Silver Bow,Butte Silver Bow Mt,36,22,0.16878655,
United States,"Butte-Silver Bow, Mt",Butte Silver Bow Mt,36,4,0.152729045,
United States,"Cadillac, Mi",Cadillac,22,4,0.111111111,
United States,Calexico,Chico,3,24,0.233333333,
United States,Cambridge,"Cambridge, Md",1,2,0.102564103,
United States,"Cambridge, Md","Boston-Cambridge-Quincy, Ma-Nh",4,2,0.225641026,
United States,Camden,"Camden, Nj",1,2,0.133333333,
United States,Candor,Bangor,10,3,0.222222222,
United States,Canon City,Mason City,9,18,0.175,
United States,Cape Coral-Fort Myers,Cape Coral Fort Myers Fl,36,16,0.113095238,
United States,"Cape Coral-Fort Myers, Fl",Cape Coral Fort Myers Fl,36,4,0.1202657,
United States,Carlisle,Charlottesville Va,3,36,0.247685185,
United States,Carson City,Bryson City,3,3,0.121212121,
United States,"Casper, Wy",Jasper,2,19,0.222222222,
United States,Charleroi,Charleston Wv,3,36,0.227920228,
United States,Charleston,Charleroi,3,1,0.174074074,
United States,Charleston-North Charleston,Charleston Wv,36,31,0.248812915,
United States,"Charleston-North Charleston-Summerville, Sc",Charleston-North Charleston,31,4,0.124031008,
United States,Charlotte-Concord-Gastonia,Charlotte Concord Gastonia Nc Sc,36,21,0.108974359,
United States,Charlotte-Gastonia-Concord,Charlotte Concord Gastonia Nc Sc,36,1,0.206196581,
United States,"Charlotte-Gastonia-Concord, Nc-Sc",Charlotte Concord Gastonia Nc Sc,36,4,0.152113811,
United States,Charlottesville,Charleroi,3,1,0.234259259,
United States,"Charlottesville, Va",Platteville Wi,4,36,0.242082479,
United States,Chattanooga,Chattanooga Tn Ga,1,36,0.117647059,
United States,Chester,Winchester,3,4,0.180952381,
United States,"Cheyenne, Wy",Cheyenne,25,4,0.111111111,
United States,Chicago-Naperville-Elgin,Chicago Naperville Elgin Il In Wi,36,30,0.138888889,
United States,Chicago-Naperville-Joliet,Chicago Naperville Elgin Il In Wi,36,1,0.221414141,
United States,"Chicago-Naperville-Joliet, Il",Chicago-Naperville-Elgin,30,2,0.13362069,
United States,"Chicago-Naperville-Joliet, Il-In-Wi",Chicago-Naperville-Elgin,30,4,0.151587302,
United States,Chico,Chico Ca,24,36,0.125,
United States,"Chico, Ca",Chico,24,4,0.148148148,
United States,Cincinnati,Cincinnati Oh Ky In,27,36,0.157894737,
United States,Cincinnati-Middletown,"Cincinnati-Middletown, Oh-Ky-In",1,4,0.107526882,
United States,"Cincinnati-Middletown, Oh-Ky-In",Cincinnati,27,4,0.225806452,
United States,Claremont-Lebanon,Claremont Lebanon Nh Vt,36,3,0.121057118,
United States,Clarksville,Clarksville Tn Ky,3,36,0.117647059,
United States,Clearlake,"Clearlake, Ca",1,4,0.102564103,
United States,Cleveland,"Cleveland, Ms",1,2,0.102564103,
United States,"Cleveland, Ms",Cleveland Elyria Oh,36,2,0.234817814,
United States,Cleveland-Elyria-Mentor,Cleveland-Elyria,30,1,0.101449275,
United States,"Cleveland-Elyria-Mentor, Oh",Cleveland Elyria Oh,36,4,0.128654971,
United States,"Clinton, Ia",Clinton,6,4,0.121212121,
United States,Cockeysville,Clarksville,3,1,0.202020202,
United States,"Colorado Springs, Co",Glenwood Springs Co,4,36,0.23128655,
United States,Columbia,Columbus,13,16,0.166666667,
United States,Columbia Falls,Columbia,13,3,0.142857143,
United States,"Columbia, Sc",Columbia,13,4,0.111111111,
United States,"Columbia, Tn","Columbia, Sc",4,4,0.111111111,
United States,Columbus,Columbus Ga Al,16,36,0.142857143,
United States,Columbus Oh,Columbus Ga Al,36,36,0.17965368,
United States,"Columbus, Ga-Al",Columbus,16,4,0.155555556,
United States,"Columbus, Ms","Columbus, Oh",2,4,0.111111111,
United States,"Columbus, Oh",Columbus,16,4,0.111111111,
United States,Colusa,Columbia,13,13,0.180555556,
United States,Concord,"Concord, Nh",3,4,0.121212121,
United States,Cookeville,Cockeysville,1,1,0.116666667,
United States,"Cookeville, Tn","Clarksville, Tn-Ky",4,4,0.246512747,
United States,Corning,Corsicana,7,18,0.243386243,
United States,"Corning, Ny",Corning,7,4,0.121212121,
United States,Dale,Davie,1,3,0.216666667,
United States,Dallas-Fort Worth-Arlington,Dallas Fort Worth Arlington Tx,36,31,0.113580247,
United States,"Dallas-Fort Worth-Arlington, Tx",Dallas Fort Worth Arlington Tx,36,4,0.143766001,
United States,"Dallas-Plano-Irving, Tx","Dallas-Fort Worth-Arlington, Tx",4,2,0.239634852,
United States,Daphne-Fairhope-Foley,Daphne Fairhope Foley Al,36,31,0.101190476,
United States,"Daphne-Fairhope-Foley, Al",Daphne Fairhope Foley Al,36,2,0.113232323,
United States,Darrington,Farmington,3,25,0.133333333,
United States,Davenport,Davenport-Moline-Rock Island,3,31,0.226190476,
United States,Davenport-Moline-Rock Island,Davenport Moline Rock Island Ia Il,36,31,0.172753717,
United States,"Davenport-Moline-Rock Island, Ia-Il",Davenport Moline Rock Island Ia Il,36,4,0.164281196,
United States,Dayton,Dayton Oh,13,36,0.111111111,
United States,"Dayton, Oh",Dayton,13,4,0.133333333,
United States,"Decatur, Al",Decatur,13,4,0.121212121,
United States,"Decatur, Il",Decatur,13,4,0.121212121,
United States,Deer Park,Allen Park,3,3,0.244444444,
United States,Delaware City,Pearl City,1,3,0.191452991,
United States,Deltona-Daytona Beach-Ormond Beach,Deltona Daytona Beach Ormond Beach Fl,36,6,0.168819555,
United States,"Deltona-Daytona Beach-Ormond Beach, Fl",Deltona Daytona Beach Ormond Beach Fl,36,2,0.168143331,
United States,Denver,Denver-Aurora-Lakewood,3,30,0.242424242,
United States,Denver-Aurora,Denver-Aurora-Lakewood,1,30,0.136363636,
United States,"Denver-Aurora-Broomfield, Co",Denver-Aurora-Lakewood,4,30,0.198172198,
United States,Des Moines,Des Moines-West Des Moines,3,22,0.205128205,
United States,Des Moines-West Des Moines,Des Moines West Des Moines Ia,36,22,0.118797524,
United States,"Des Moines-West Des Moines, Ia",Des Moines West Des Moines Ia,36,4,0.12895457,
United States,Detroit,Detroit-Warren-Dearborn,3,27,0.231884058,
United States,Detroit Lakes,Detroit,3,3,0.153846154,
United States,"Detroit-Livonia-Dearborn, Mi","Detroit-Warren-Livonia, Mi",2,4,0.128534799,
United States,Detroit-Warren-Livonia,Detroit-Warren-Dearborn,27,1,0.160847606,
United States,"Detroit-Warren-Livonia, Mi",Detroit-Warren-Dearborn,27,4,0.202805648,
United States,"Dickinson, Nd",Dickinson,13,4,0.102564103,
United States,Dodge City,Boise City,21,15,0.2,
United States,Dothan,Dothan Al,27,36,0.111111111,
United States,"Dothan, Al",Dothan,27,4,0.133333333,
United States,Dover,Dover De,10,36,0.125,
United States,"Dover, De",Dover,10,4,0.148148148,
United States,Duluth,Duluth Mn Wi,30,36,0.166666667,
United States,"Duluth, Mn-Wi",Duluth,30,4,0.179487179,
United States,"Durango, Co",Durango,30,2,0.121212121,
United States,Durham,"Durham, Nc",1,2,0.133333333,
United States,"Durham-Chapel Hill, Nc",Durham Chapel Hill Nc,36,4,0.137842713,
United States,Dyersburg,"Dyersburg, Tn",1,4,0.102564103,
United States,East Brunswick,Brunswick,2,1,0.211640212,
United States,East Stroudsburg,East Syracuse,1,2,0.248397436,
United States,"El Centro, Ca",El Centro,31,4,0.102564103,
United States,"El Dorado, Ar",El Dorado,7,4,0.102564103,
United States,"El Paso, Tx",El Paso,32,4,0.121212121,
United States,Elizabeth,"Elizabethtown, Ky",3,4,0.156862745,
United States,Elizabethtown,Elizabeth,3,1,0.102564103,
United States,"Elizabethtown, Ky",Elizabethtown Fort Knox Ky,36,4,0.147812971,
United States,Elkhart,Elkhart Goshen In,2,36,0.196078431,
United States,Elkhart-Goshen,Elkhart Goshen In,36,1,0.102240896,
United States,"Elkhart-Goshen, In",Elkhart Goshen In,36,4,0.129561547,
United States,Elko,Elko Nv,9,36,0.142857143,
United States,Emmetsburg,Gettysburg,1,15,0.2,
United States,Erie,Erie Pa,23,36,0.142857143,
United States,"Erie, Pa",Erie,23,2,0.166666667,
United States,Eugene,Eugene Or,18,36,0.111111111,
United States,Eugene-Springfield,Eugene,18,1,0.222222222,
United States,"Eugene-Springfield, Or",Eugene,18,4,0.242424242,
United States,Eureka-Arcata-Fortuna,Eureka Arcata Fortuna Ca,36,31,0.101190476,
United States,"Eureka-Arcata-Fortuna, Ca",Eureka Arcata Fortuna Ca,36,4,0.128383838,
United States,Evansville,Evansville In Ky,22,36,0.125,
United States,Evansville In Ky,Clarksville Tn Ky,36,36,0.223039216,
United States,"Evansville, In-Ky",Evansville,22,4,0.137254902,
United States,"Fairbanks, Ak",Fairbanks,31,4,0.102564103,
United States,Fairmont,"Fairmont, Wv",1,4,0.111111111,
United States,Fargo,Farmington,19,25,0.166666667,
United States,"Fargo, Nd-Mn",Fargo,19,2,0.194444444,
United States,"Farmington, Nm","Burlington, Nc",4,4,0.19047619,
United States,Fayetteville,Fayetteville-Springdale-Rogers,1,10,0.2,
United States,"Fayetteville, Nc",Greenville Nc,4,36,0.201923077,
United States,Flint,Flint Mi,1,36,0.125,
United States,"Flint, Mi","Adrian, Mi",4,4,0.244444444,
United States,Florence,"Florence, Sc",1,4,0.111111111,
United States,"Florence, Sc",Florence-Muscle Shoals,22,4,0.23989899,
United States,Florence-Muscle Shoals,Florence Sc,36,22,0.212121212,
United States,"Florence-Muscle Shoals, Al",Florence Sc,36,2,0.237762238,
United States,Fort Collins-Loveland,Fort Collins,13,1,0.142857143,
United States,"Fort Collins-Loveland, Co",Fort Collins Co,36,4,0.166666667,
United States,Fort Lee,Fort Payne,1,21,0.216666667,
United States,Fort Madison-Keokuk,Fort Madison Keokuk Ia Il Mo,36,1,0.136591479,
United States,"Fort Madison-Keokuk, Ia-Mo",Fort Madison Keokuk Ia Il Mo,36,4,0.148709986,
United States,Fort Payne,Fort Wayne In,21,36,0.135897436,
United States,"Fort Payne, Al",Fort Wayne,4,9,0.152380952,
United States,Fort Smith,Fort Smith Ar Ok,16,36,0.125,
United States,"Fort Smith, Ar-Ok",Fort Smith,16,4,0.137254902,
United States,Fort Wayne,Fort Payne Al,36,9,0.135897436,
United States,Fort Wayne In,Fort Payne Al,36,36,0.153846154,
United States,"Fort Wayne, In","Fort Payne, Al",4,4,0.142857143,
United States,"Fort Worth-Arlington, Tx","Dallas-Fort Worth-Arlington, Tx",4,2,0.172491039,
United States,Frenchtown,Fresno,3,33,0.222222222,
United States,Fresno,Fresno Ca,33,36,0.111111111,
United States,"Fresno, Ca",Fresno,33,4,0.133333333,
United States,"Gadsden, Al",Gadsden,30,4,0.121212121,
United States,Gainesville,Grantsville,1,4,0.121212121,
United States,"Gainesville, Fl",Gainesville Ga,36,4,0.114285714,
United States,"Gainesville, Ga",Prineville Or,4,36,0.235897436,
United States,Galveston,Groveton,2,3,0.194444444,
United States,Garden City,Carson City,3,2,0.181818182,
United States,"Gary, In",Gary,3,2,0.166666667,
United States,Gettysburg,Pittsburgh,15,32,0.2,
United States,"Gettysburg, Pa","Pittsburgh, Pa",2,4,0.142857143,
United States,"Gillette, Wy",Gillette,31,4,0.111111111,
United States,Glenwood Springs Co,Colorado Springs Co,36,36,0.218128655,
United States,Goldsboro,"Goldsboro, Nc",1,2,0.102564103,
United States,Gordon,Groton,1,3,0.177777778,
United States,"Grand Rapids-Wyoming, Mi",Grand Rapids Wyoming Mi,36,4,0.102876592,
United States,Grantsville,Evansville,22,4,0.157575758,
United States,Greeley,Greenville Nc,13,36,0.227106227,
United States,"Greeley, Co",Greeley,13,4,0.121212121,
United States,Green Bay,"Green Bay, Wi",1,4,0.102564103,
United States,Greensboro,Greensburg,1,3,0.133333333,
United States,Greensboro-High Point,Greensboro High Point Nc,36,1,0.113095238,
United States,"Greensboro-High Point, Nc",Greensboro High Point Nc,36,4,0.1202657,
United States,Greensburg,Freemansburg,3,3,0.116666667,
United States,Greenville,Grantsville,4,1,0.157575758,
United States,Greenville Nc,Fayetteville Nc,36,36,0.188034188,
United States,"Greenville, Nc","Fayetteville, Nc",4,4,0.175595238,
United States,Greenville-Mauldin-Easley,Greenville,1,1,0.2,
United States,"Greenville-Mauldin-Easley, Sc",Greenville Anderson Mauldin Sc,36,4,0.245106235,
United States,Groton,Georgetown,6,3,0.188888889,
United States,Groveton,Georgetown,6,3,0.189285714,
United States,Gulfport-Biloxi,Gulfport-Biloxi-Pascagoula,1,18,0.141025641,
United States,"Gulfport-Biloxi, Ms",Gulfport-Biloxi-Pascagoula,18,4,0.180836707,
United States,"Hagerstown-Martinsburg, Md-Wv",Hagerstown Martinsburg Md Wv,36,4,0.135215359,
United States,Hamilton,Hilo,9,30,0.166666667,
United States,Hammond,Hamilton,9,4,0.220238095,
United States,"Hammond, La",Hammond,4,4,0.121212121,
United States,Hanford,Hanford-Corcoran,3,31,0.1875,
United States,Harriman,"Harriman, Tn",1,4,0.111111111,
United States,Harrisburg-Carlisle,Harrisonburg,7,13,0.213450292,
United States,"Harrisburg-Carlisle, Pa",Harrisburg Carlisle Pa,36,4,0.115565594,
United States,Harrisonburg,Harrisburg Carlisle Pa,36,13,0.237373737,
United States,Harrisonburg Va,Harrisburg Carlisle Pa,36,36,0.218181818,
United States,"Harrisonburg, Va",Harrisburg Carlisle Pa,36,4,0.234848485,
United States,Hartford,East Hartford,3,1,0.211538462,
United States,Hartford-West Hartford-East Hartford,Hartford West Hartford East Hartford Ct,36,28,0.149488855,
United States,"Hartford-West Hartford-East Hartford, Ct",Hartford West Hartford East Hartford Ct,36,4,0.163715639,
